provinsi,tahun,bulan,stok_beras_ton,stok_padi_ton,harga_beras,jumlah_bencana,jumlah_curah_hujan,durasi_hujan_berturut_turut,max_curah_hujan,jumlah_hari_puasa,jumlah_hari_lebaran,jumlah_hari_nataru,harga_beras_bulan_lalu,stok_beras_bulan_lalu,tanggal,cluster_kmeans,anomaly_isolation_forest
KEPULAUAN BANGKA BELITUNG,2024,11,1766.767212,3099.5916,"15,000",1,224.6,4,79.0,0,0,0,"15,000",4416.91803,2024-11-01,0,1
KEPULAUAN BANGKA BELITUNG,2024,12,1766.767212,3099.5916,"15,000",0,131.5,5,26.2,0,0,2,"15,000",1766.767212,2024-12-01,0,1
KEPULAUAN RIAU,2021,2,29.241342,51.3006,"13,250",45,3.6,2,1.0,0,0,0,"13,300",24.367785,2021-02-01,0,1
KEPULAUAN RIAU,2021,3,73.103355,128.2515,"13,150",25,359.3,6,58.1,0,0,0,"13,250",29.241342,2021-03-01,0,1
KEPULAUAN RIAU,2021,4,87.724026,153.9018,"13,150",0,390.0,8,68.6,18,0,0,"13,150",73.103355,2021-04-01,0,1
KEPULAUAN RIAU,2021,5,48.73557,85.501,"13,150",0,537.0,15,83.2,12,3,0,"13,150",87.724026,2021-05-01,0,1
KEPULAUAN RIAU,2021,6,34.114899,59.8507,"13,150",1,273.1,6,48.1,0,0,0,"13,150",48.73557,2021-06-01,0,1
KEPULAUAN RIAU,2021,7,24.367785,42.7505,"13,150",3,120.0,6,22.5,0,0,0,"13,150",34.114899,2021-07-01,0,1
KEPULAUAN RIAU,2021,8,29.241342,51.3006,"13,150",1,423.1,12,35.7,0,0,0,"13,150",24.367785,2021-08-01,0,1
KEPULAUAN RIAU,2021,9,48.73557,85.501,"13,150",2,475.6,6,83.2,0,0,0,"13,150",29.241342,2021-09-01,0,1
KEPULAUAN RIAU,2021,10,48.73557,85.501,"13,450",2,300.2,4,55.7,0,0,0,"13,150",48.73557,2021-10-01,0,1
KEPULAUAN RIAU,2021,11,19.494228,34.2004,"13,450",1,391.0,13,47.5,0,0,0,"13,450",48.73557,2021-11-01,0,1
KEPULAUAN RIAU,2021,12,19.494228,34.2004,"13,550",5,267.1,4,80.9,0,0,1,"13,450",19.494228,2021-12-01,0,1
KEPULAUAN RIAU,2022,1,14.446935,25.3455,"13,550",0,127.9,3,55.8,0,0,1,"13,550",19.494228,2022-01-01,0,1
KEPULAUAN RIAU,2022,2,17.336322,30.4146,"13,100",0,243.1,4,76.8,0,0,0,"13,550",14.446935,2022-02-01,0,1
KEPULAUAN RIAU,2022,3,43.340805,76.0365,"13,100",0,128.5,3,38.5,0,0,0,"13,100",17.336322,2022-03-01,0,1
KEPULAUAN RIAU,2022,4,52.008966,91.2438,"13,100",0,294.2,4,61.0,28,1,0,"13,100",43.340805,2022-04-01,0,1
KEPULAUAN RIAU,2022,5,28.89387,50.691,"13,050",1,152.5,4,30.0,2,5,0,"13,100",52.008966,2022-05-01,0,1
KEPULAUAN RIAU,2022,6,20.225709,35.4837,"13,050",2,368.6,4,123.1,0,0,0,"13,050",28.89387,2022-06-01,0,1
KEPULAUAN RIAU,2022,7,14.446935,25.3455,"13,050",3,150.1,3,44.2,0,0,0,"13,050",20.225709,2022-07-01,0,1
KEPULAUAN RIAU,2022,8,17.336322,30.4146,"13,050",3,199.4,8,62.9,0,0,0,"13,050",14.446935,2022-08-01,0,1
KEPULAUAN RIAU,2022,9,28.89387,50.691,"12,850",1,227.2,6,34.8,0,0,0,"13,050",17.336322,2022-09-01,0,1
KEPULAUAN RIAU,2022,10,28.89387,50.691,"12,850",0,296.8,7,48.2,0,0,0,"12,850",28.89387,2022-10-01,0,1
KEPULAUAN RIAU,2022,11,11.557548,20.2764,"12,850",0,217.7,6,43.7,0,0,0,"12,850",28.89387,2022-11-01,0,1
KEPULAUAN RIAU,2022,12,11.557548,20.2764,"13,150",1,184.6,5,35.5,0,0,1,"12,850",11.557548,2022-12-01,0,1
KEPULAUAN RIAU,2023,1,9.234285,16.2005,"13,250",12,374.9,4,148.8,0,0,1,"13,150",11.557548,2023-01-01,0,1
KEPULAUAN RIAU,2023,2,11.081142,19.4406,"13,150",11,266.0,4,62.9,0,0,0,"13,250",9.234285,2023-02-01,0,1
KEPULAUAN RIAU,2023,3,27.702855,48.6015,"13,150",6,672.7,10,298.4,9,0,0,"13,150",11.081142,2023-03-01,0,1
KEPULAUAN RIAU,2023,4,33.243426,58.3218,"13,150",9,125.4,2,38.0,21,7,0,"13,150",27.702855,2023-04-01,0,1
KEPULAUAN RIAU,2023,5,18.46857,32.401,"13,150",7,298.7,4,56.0,0,0,0,"13,150",33.243426,2023-05-01,0,1
KEPULAUAN RIAU,2023,6,12.927999,22.6807,"13,350",7,211.7,4,69.3,0,0,0,"13,150",18.46857,2023-06-01,0,1
KEPULAUAN RIAU,2023,7,9.234285,16.2005,"13,500",15,144.0,3,41.8,0,0,0,"13,350",12.927999,2023-07-01,0,1
KEPULAUAN RIAU,2023,8,11.081142,19.4406,"13,250",14,189.6,4,84.2,0,0,0,"13,500",9.234285,2023-08-01,0,1
KEPULAUAN RIAU,2023,9,18.46857,32.401,"13,500",13,87.6,3,31.0,0,0,0,"13,250",11.081142,2023-09-01,0,1
KEPULAUAN RIAU,2023,10,18.46857,32.401,"14,250",5,142.8,2,53.4,0,0,0,"13,500",18.46857,2023-10-01,0,1
KEPULAUAN RIAU,2023,11,7.387428,12.9604,"14,300",4,275.1,4,53.6,0,0,0,"14,250",18.46857,2023-11-01,0,1
KEPULAUAN RIAU,2023,12,7.387428,12.9604,"14,250",2,334.3,6,137.1,0,0,2,"14,300",7.387428,2023-12-01,0,1
KEPULAUAN RIAU,2024,1,8.695065,15.2545,"14,300",5,486.7,11,88.3,0,0,1,"14,250",7.387428,2024-01-01,0,1
KEPULAUAN RIAU,2024,2,10.434078,18.3054,"14,300",17,163.6,6,68.3,0,0,0,"14,300",8.695065,2024-02-01,0,1
KEPULAUAN RIAU,2024,3,26.085195,45.7635,"14,550",25,220.5,4,87.8,20,0,0,"14,300",10.434078,2024-03-01,0,1
KEPULAUAN RIAU,2024,4,31.302234,54.9162,"14,600",4,209.7,4,86.2,9,6,0,"14,550",26.085195,2024-04-01,0,1
KEPULAUAN RIAU,2024,5,17.39013,30.509,"14,650",3,359.2,7,70.2,0,0,0,"14,600",31.302234,2024-05-01,0,1
KEPULAUAN RIAU,2024,6,12.173091,21.3563,"14,700",3,259.3,5,46.2,0,0,0,"14,650",17.39013,2024-06-01,0,1
KEPULAUAN RIAU,2024,7,8.695065,15.2545,"14,700",5,46.5,2,16.1,0,0,0,"14,700",12.173091,2024-07-01,0,1
KEPULAUAN RIAU,2024,8,10.434078,18.3054,"14,950",6,264.6,4,70.5,0,0,0,"14,700",8.695065,2024-08-01,0,1
KEPULAUAN RIAU,2024,9,17.39013,30.509,"15,000",6,251.8,5,54.1,0,0,0,"14,950",10.434078,2024-09-01,0,1
KEPULAUAN RIAU,2024,10,17.39013,30.509,"14,950",2,153.6,3,32.8,0,0,0,"15,000",17.39013,2024-10-01,0,1
KEPULAUAN RIAU,2024,11,6.956052,12.2036,"15,000",1,294.4,9,74.2,0,0,0,"14,950",17.39013,2024-11-01,0,1
KEPULAUAN RIAU,2024,12,6.956052,12.2036,"14,900",2,131.6,3,59.8,0,0,2,"15,000",6.956052,2024-12-01,0,1
LAMPUNG,2021,2,85002.48508,149127.1668,"11,250",10,316.6,6,40.5,0,0,0,"11,250",70835.40423,2021-02-01,0,1
LAMPUNG,2021,3,212506.2127,372817.917,"11,250",6,101.0,9,20.5,0,0,0,"11,250",85002.48508,2021-03-01,0,1
LAMPUNG,2021,4,255007.4552,447381.5004,"11,100",9,113.8,3,39.0,18,0,0,"11,250",212506.2127,2021-04-01,0,1
LAMPUNG,2021,5,141670.8085,248545.278,"11,000",1,104.5,4,25.0,12,3,0,"11,100",255007.4552,2021-05-01,0,1
LAMPUNG,2021,6,99169.56592,173981.6946,"11,050",1,60.2,3,13.0,0,0,0,"11,000",141670.8085,2021-06-01,0,1
LAMPUNG,2021,7,70835.40423,124272.639,"11,050",0,39.1,1,22.0,0,0,0,"11,050",99169.56592,2021-07-01,0,1
LAMPUNG,2021,8,85002.48508,149127.1668,"11,100",4,182.5,3,56.7,0,0,0,"11,050",70835.40423,2021-08-01,0,1
LAMPUNG,2021,9,141670.8085,248545.278,"11,100",3,154.3,4,34.3,0,0,0,"11,100",85002.48508,2021-09-01,0,1
LAMPUNG,2021,10,141670.8085,248545.278,"11,100",5,182.6,2,104.3,0,0,0,"11,100",141670.8085,2021-10-01,0,1
LAMPUNG,2021,11,56668.32338,99418.1112,"11,150",10,379.6,5,64.0,0,0,0,"11,100",141670.8085,2021-11-01,0,1
LAMPUNG,2021,12,56668.32338,99418.1112,"11,150",22,198.0,5,40.0,0,0,1,"11,150",56668.32338,2021-12-01,0,1
LAMPUNG,2022,1,76612.55259,134407.987,"11,250",19,186.1,3,49.5,0,0,1,"11,150",56668.32338,2022-01-01,0,1
LAMPUNG,2022,2,91935.06311,161289.5844,"11,400",8,208.5,5,61.0,0,0,0,"11,250",76612.55259,2022-02-01,0,1
LAMPUNG,2022,3,229837.6578,403223.961,"11,400",2,201.8,5,78.5,0,0,0,"11,400",91935.06311,2022-03-01,0,1
LAMPUNG,2022,4,275805.1893,483868.7532,"11,400",3,206.0,2,79.5,28,1,0,"11,400",229837.6578,2022-04-01,0,1
LAMPUNG,2022,5,153225.1052,268815.974,"11,350",2,179.1,3,50.0,2,5,0,"11,400",275805.1893,2022-05-01,0,1
LAMPUNG,2022,6,107257.5736,188171.1818,"11,350",4,85.2,2,27.0,0,0,0,"11,350",153225.1052,2022-06-01,0,1
LAMPUNG,2022,7,76612.55259,134407.987,"11,300",4,139.0,2,78.5,0,0,0,"11,350",107257.5736,2022-07-01,0,1
LAMPUNG,2022,8,91935.06311,161289.5844,"11,400",2,99.1,5,31.5,0,0,0,"11,300",76612.55259,2022-08-01,0,1
LAMPUNG,2022,9,153225.1052,268815.974,"11,450",5,154.5,3,45.0,0,0,0,"11,400",91935.06311,2022-09-01,0,1
LAMPUNG,2022,10,153225.1052,268815.974,"11,550",15,183.9,8,30.0,0,0,0,"11,450",153225.1052,2022-10-01,0,1
LAMPUNG,2022,11,61290.04207,107526.3896,"11,700",5,201.1,4,35.0,0,0,0,"11,550",153225.1052,2022-11-01,0,1
LAMPUNG,2022,12,61290.04207,107526.3896,"11,700",3,254.8,8,42.8,0,0,1,"11,700",61290.04207,2022-12-01,0,1
LAMPUNG,2023,1,78600.09842,137894.9095,"12,050",4,357.9,3,56.8,0,0,1,"11,700",61290.04207,2023-01-01,0,1
LAMPUNG,2023,2,94320.1181,165473.8914,"12,200",8,211.7,6,60.0,0,0,0,"12,050",78600.09842,2023-02-01,0,1
LAMPUNG,2023,3,235800.2952,413684.7285,"12,450",13,240.6,6,65.2,9,0,0,"12,200",94320.1181,2023-03-01,0,1
LAMPUNG,2023,4,282960.3543,496421.6742,"12,450",6,147.9,2,72.7,21,7,0,"12,450",235800.2952,2023-04-01,0,1
LAMPUNG,2023,5,157200.1968,275789.819,"12,350",5,219.4,2,74.0,0,0,0,"12,450",282960.3543,2023-05-01,0,1
LAMPUNG,2023,6,110040.1378,193052.8733,"12,350",1,76.1,4,32.8,0,0,0,"12,350",157200.1968,2023-06-01,0,1
LAMPUNG,2023,7,78600.09842,137894.9095,"12,350",1,102.5,3,46.0,0,0,0,"12,350",110040.1378,2023-07-01,0,1
LAMPUNG,2023,8,94320.1181,165473.8914,"12,400",1,7.8,1,6.6,0,0,0,"12,350",78600.09842,2023-08-01,0,1
LAMPUNG,2023,9,157200.1968,275789.819,"12,800",20,2.0,1,2.0,0,0,0,"12,400",94320.1181,2023-09-01,0,1
LAMPUNG,2023,10,157200.1968,275789.819,"13,250",8,4.0,1,4.0,0,0,0,"12,800",157200.1968,2023-10-01,0,1
LAMPUNG,2023,11,62880.07873,110315.9276,"13,600",4,73.8,3,21.2,0,0,0,"13,250",157200.1968,2023-11-01,0,1
LAMPUNG,2023,12,62880.07873,110315.9276,"13,600",3,118.9,3,31.8,0,0,2,"13,600",62880.07873,2023-12-01,0,1
LAMPUNG,2024,1,79553.4046,139567.3765,"13,700",2,204.1,4,46.0,0,0,1,"13,600",62880.07873,2024-01-01,0,1
LAMPUNG,2024,2,95464.08553,167480.8518,"13,950",10,202.0,6,37.1,0,0,0,"13,700",79553.4046,2024-02-01,0,1
LAMPUNG,2024,3,238660.2138,418702.1295,"14,800",6,378.9,5,103.0,20,0,0,"13,950",95464.08553,2024-03-01,0,1
LAMPUNG,2024,4,286392.2566,502442.5554,"14,900",5,202.5,3,70.5,9,6,0,"14,800",238660.2138,2024-04-01,0,1
LAMPUNG,2024,5,159106.8092,279134.753,"14,100",6,86.0,3,34.0,0,0,0,"14,900",286392.2566,2024-05-01,0,1
LAMPUNG,2024,6,111374.7664,195394.3271,"13,950",2,88.7,2,36.0,0,0,0,"14,100",159106.8092,2024-06-01,0,1
LAMPUNG,2024,7,79553.4046,139567.3765,"13,950",3,50.4,2,41.8,0,0,0,"13,950",111374.7664,2024-07-01,0,1
LAMPUNG,2024,8,95464.08553,167480.8518,"14,200",6,64.4,3,28.0,0,0,0,"13,950",79553.4046,2024-08-01,0,1
LAMPUNG,2024,9,159106.8092,279134.753,"14,300",7,43.1,2,16.1,0,0,0,"14,200",95464.08553,2024-09-01,0,1
LAMPUNG,2024,10,159106.8092,279134.753,"14,400",2,43.7,3,18.0,0,0,0,"14,300",159106.8092,2024-10-01,0,1
LAMPUNG,2024,11,63642.72368,111653.9012,"14,500",5,252.1,6,65.5,0,0,0,"14,400",159106.8092,2024-11-01,0,1
LAMPUNG,2024,12,63642.72368,111653.9012,"14,500",6,261.3,8,59.0,0,0,2,"14,500",63642.72368,2024-12-01,0,1
LAMPUNG,2025,1,16482.00166,28887.67,"14,550",31,495.2,4,118.0,0,0,1,"14,500",63642.72368,2025-01-01,0,1
LAMPUNG,2025,2,43509.00114,72162.32,"14,500",22,229.3,6,55.0,0,0,0,"14,550",16482.00166,2025-02-01,0,1
LAMPUNG,2025,3,233672.1045,409151.64,"14,550",14,270.2,4,60.7,30,2,0,"14,500",43509.00114,2025-03-01,0,1
LAMPUNG,2025,4,490181.1519,797741.17,"14,750",5,201.9,4,87.0,0,5,0,"14,550",233672.1045,2025-04-01,2,1
LAMPUNG,2025,5,197352.8896,322141.14,"14,550",1,188.2,3,77.5,0,0,0,"14,750",490181.1519,2025-05-01,0,1
LAMPUNG,2025,6,50940.80661,87413.82,"14,500",5,170.8,5,30.1,0,0,0,"14,550",197352.8896,2025-06-01,0,1
MALUKU,2021,2,3994.685514,7008.2202,"13,200",7,94.8,4,31.0,0,0,0,"13,200",3328.904595,2021-02-01,0,1
MALUKU,2021,3,9986.713785,17520.5505,"13,150",2,65.0,2,23.0,0,0,0,"13,200",3994.685514,2021-03-01,0,1
MALUKU,2021,4,11984.05654,21024.6606,"13,200",4,71.7,2,51.5,18,0,0,"13,150",9986.713785,2021-04-01,0,1
MALUKU,2021,5,6657.80919,11680.367,"13,150",22,42.6,2,13.3,12,3,0,"13,200",11984.05654,2021-05-01,0,1
MALUKU,2021,6,4660.466433,8176.2569,"13,200",7,41.6,1,22.2,0,0,0,"13,150",6657.80919,2021-06-01,0,1
MALUKU,2021,7,3328.904595,5840.1835,"13,150",5,176.9,4,47.0,0,0,0,"13,200",4660.466433,2021-07-01,0,1
MALUKU,2021,8,3994.685514,7008.2202,"13,150",2,129.4,2,42.0,0,0,0,"13,150",3328.904595,2021-08-01,0,1
MALUKU,2021,9,6657.80919,11680.367,"13,150",6,263.1,5,74.4,0,0,0,"13,150",3994.685514,2021-09-01,0,1
MALUKU,2021,10,6657.80919,11680.367,"13,150",1,86.8,2,46.1,0,0,0,"13,150",6657.80919,2021-10-01,0,1
MALUKU,2021,11,2663.123676,4672.1468,"13,150",2,89.8,3,43.4,0,0,0,"13,150",6657.80919,2021-11-01,0,1
MALUKU,2021,12,2663.123676,4672.1468,"13,150",10,141.0,2,94.2,0,0,1,"13,150",2663.123676,2021-12-01,0,1
MALUKU,2022,1,2639.13021,4630.053,"13,150",0,99.4,2,29.6,0,0,1,"13,150",2663.123676,2022-01-01,0,1
MALUKU,2022,2,3166.956252,5556.0636,"13,150",5,230.2,5,70.0,0,0,0,"13,150",2639.13021,2022-02-01,0,1
MALUKU,2022,3,7917.39063,13890.159,"13,150",2,13.4,2,6.5,0,0,0,"13,150",3166.956252,2022-03-01,0,1
MALUKU,2022,4,9500.868756,16668.1908,"13,200",0,54.9,1,28.7,28,1,0,"13,150",7917.39063,2022-04-01,0,1
MALUKU,2022,5,5278.26042,9260.106,"13,100",2,45.0,2,37.0,2,5,0,"13,200",9500.868756,2022-05-01,0,1
MALUKU,2022,6,3694.782294,6482.0742,"13,200",4,34.5,2,18.0,0,0,0,"13,100",5278.26042,2022-06-01,0,1
MALUKU,2022,7,2639.13021,4630.053,"13,200",16,247.0,3,74.4,0,0,0,"13,200",3694.782294,2022-07-01,0,1
MALUKU,2022,8,3166.956252,5556.0636,"13,200",5,122.1,7,33.5,0,0,0,"13,200",2639.13021,2022-08-01,0,1
MALUKU,2022,9,5278.26042,9260.106,"13,150",0,174.1,2,88.0,0,0,0,"13,200",3166.956252,2022-09-01,0,1
MALUKU,2022,10,5278.26042,9260.106,"13,150",0,57.0,2,23.7,0,0,0,"13,150",5278.26042,2022-10-01,0,1
MALUKU,2022,11,2111.304168,3704.0424,"13,150",0,46.7,1,38.2,0,0,0,"13,150",5278.26042,2022-11-01,0,1
MALUKU,2022,12,2111.304168,3704.0424,"13,150",0,153.8,6,54.7,0,0,1,"13,150",2111.304168,2022-12-01,0,1
MALUKU,2023,1,2278.81269,3997.917,"13,500",5,114.6,3,33.0,0,0,1,"13,150",2111.304168,2023-01-01,0,1
MALUKU,2023,2,2734.575228,4797.5004,"13,700",2,150.5,4,55.5,0,0,0,"13,500",2278.81269,2023-02-01,0,1
MALUKU,2023,3,6836.43807,11993.751,"14,050",0,160.4,3,48.0,9,0,0,"13,700",2734.575228,2023-03-01,0,1
MALUKU,2023,4,8203.725684,14392.5012,"14,450",1,125.5,3,41.6,21,7,0,"14,050",6836.43807,2023-04-01,0,1
MALUKU,2023,5,4557.62538,7995.834,"14,750",7,135.6,2,35.1,0,0,0,"14,450",8203.725684,2023-05-01,0,1
MALUKU,2023,6,3190.337766,5597.0838,"14,800",1,112.0,3,54.8,0,0,0,"14,750",4557.62538,2023-06-01,0,1
MALUKU,2023,7,2278.81269,3997.917,"14,750",14,245.2,6,102.8,0,0,0,"14,800",3190.337766,2023-07-01,0,1
MALUKU,2023,8,2734.575228,4797.5004,"14,700",7,9.6,2,5.5,0,0,0,"14,750",2278.81269,2023-08-01,0,1
MALUKU,2023,9,4557.62538,7995.834,"14,150",5,67.7,5,39.0,0,0,0,"14,700",2734.575228,2023-09-01,0,1
MALUKU,2023,10,4557.62538,7995.834,"14,650",4,0.0,0,0.0,0,0,0,"14,150",4557.62538,2023-10-01,0,1
MALUKU,2023,11,1823.050152,3198.3336,"14,950",1,0.0,0,0.0,0,0,0,"14,650",4557.62538,2023-11-01,0,1
MALUKU,2023,12,1823.050152,3198.3336,"15,250",3,135.5,3,36.0,0,0,2,"14,950",1823.050152,2023-12-01,0,1
MALUKU,2024,1,2597.072475,4556.2675,"15,200",1,181.9,6,43.0,0,0,1,"15,250",1823.050152,2024-01-01,0,1
MALUKU,2024,2,3116.48697,5467.521,"15,200",1,228.5,2,75.9,0,0,0,"15,200",2597.072475,2024-02-01,0,1
MALUKU,2024,3,7791.217425,13668.8025,"15,600",11,251.2,4,67.0,20,0,0,"15,200",3116.48697,2024-03-01,0,1
MALUKU,2024,4,9349.46091,16402.563,"15,850",2,139.2,4,36.5,9,6,0,"15,600",7791.217425,2024-04-01,0,1
MALUKU,2024,5,5194.14495,9112.535,"15,850",4,132.1,3,51.7,0,0,0,"15,850",9349.46091,2024-05-01,0,1
MALUKU,2024,6,3635.901465,6378.7745,"16,200",2,31.9,3,26.9,0,0,0,"15,850",5194.14495,2024-06-01,0,1
MALUKU,2024,7,2597.072475,4556.2675,"16,200",8,10012.2,2,9999.0,0,0,0,"16,200",3635.901465,2024-07-01,1,-1
MALUKU,2024,8,3116.48697,5467.521,"16,150",1,30032.6,2,9999.0,0,0,0,"16,200",2597.072475,2024-08-01,1,-1
MALUKU,2024,9,5194.14495,9112.535,"16,200",1,9999.0,1,9999.0,0,0,0,"16,150",3116.48697,2024-09-01,1,-1
MALUKU,2024,10,5194.14495,9112.535,"16,150",1,10036.0,3,9999.0,0,0,0,"16,200",5194.14495,2024-10-01,1,-1
MALUKU,2024,11,2077.65798,3645.014,"16,150",0,10162.7,2,9999.0,0,0,0,"16,150",5194.14495,2024-11-01,1,-1
MALUKU,2024,12,2077.65798,3645.014,"16,100",4,20185.5,3,9999.0,0,0,2,"16,150",2077.65798,2024-12-01,1,-1
MALUKU,2025,1,9771.95127,15787.73,"16,100",0,0.0,0,0.0,0,0,1,"16,100",2077.65798,2025-01-01,0,1
MALUKU,2025,2,6660.628088,10751.42,"16,050",4,10035.3,2,9999.0,0,0,0,"16,100",9771.95127,2025-02-01,1,-1
MALUKU,2025,3,3691.396405,6030.08,"16,200",3,183.7,4,48.2,30,2,0,"16,050",6660.628088,2025-03-01,0,1
MALUKU,2025,4,4780.862068,7923.2,"16,150",2,83.5,3,24.0,0,5,0,"16,200",3691.396405,2025-04-01,0,1
MALUKU,2025,5,4591.581777,7623.92,"16,200",1,197.1,3,103.0,0,0,0,"16,150",4780.862068,2025-05-01,0,1
MALUKU,2025,6,2508.39961,4110.63,"16,650",5,281.7,3,54.0,0,0,0,"16,200",4591.581777,2025-06-01,0,1
MALUKU UTARA,2021,2,959.33736,1683.048,"12,650",7,293.0,9,49.6,0,0,0,"12,650",799.4478,2021-02-01,0,1
MALUKU UTARA,2021,3,2398.3434,4207.62,"12,650",2,341.6,7,96.9,0,0,0,"12,650",959.33736,2021-03-01,0,1
MALUKU UTARA,2021,4,2878.01208,5049.144,"12,650",3,153.2,8,26.6,18,0,0,"12,650",2398.3434,2021-04-01,0,1
MALUKU UTARA,2021,5,1598.8956,2805.08,"12,700",1,489.3,5,112.0,12,3,0,"12,650",2878.01208,2021-05-01,0,1
MALUKU UTARA,2021,6,1119.22692,1963.556,"12,700",0,210.0,6,39.6,0,0,0,"12,700",1598.8956,2021-06-01,0,1
MALUKU UTARA,2021,7,799.4478,1402.54,"12,700",1,360.7,9,69.5,0,0,0,"12,700",1119.22692,2021-07-01,0,1
MALUKU UTARA,2021,8,959.33736,1683.048,"12,700",1,205.4,6,39.0,0,0,0,"12,700",799.4478,2021-08-01,0,1
MALUKU UTARA,2021,9,1598.8956,2805.08,"12,700",4,300.9,6,40.5,0,0,0,"12,700",959.33736,2021-09-01,0,1
MALUKU UTARA,2021,10,1598.8956,2805.08,"12,700",0,194.7,5,32.5,0,0,0,"12,700",1598.8956,2021-10-01,0,1
MALUKU UTARA,2021,11,639.55824,1122.032,"12,700",3,286.8,7,96.0,0,0,0,"12,700",1598.8956,2021-11-01,0,1
MALUKU UTARA,2021,12,639.55824,1122.032,"12,700",10,546.9,12,107.0,0,0,1,"12,700",639.55824,2021-12-01,0,1
MALUKU UTARA,2022,1,697.851855,1224.3015,"12,650",10,226.9,5,39.5,0,0,1,"12,700",639.55824,2022-01-01,0,1
MALUKU UTARA,2022,2,837.422226,1469.1618,"12,650",3,273.6,9,55.5,0,0,0,"12,650",697.851855,2022-02-01,0,1
MALUKU UTARA,2022,3,2093.555565,3672.9045,"12,650",2,135.4,4,40.0,0,0,0,"12,650",837.422226,2022-03-01,0,1
MALUKU UTARA,2022,4,2512.266678,4407.4854,"12,650",2,239.4,7,39.9,28,1,0,"12,650",2093.555565,2022-04-01,0,1
MALUKU UTARA,2022,5,1395.70371,2448.603,"12,650",9,339.6,6,48.0,2,5,0,"12,650",2512.266678,2022-05-01,0,1
MALUKU UTARA,2022,6,976.992597,1714.0221,"12,650",3,188.0,4,62.5,0,0,0,"12,650",1395.70371,2022-06-01,0,1
MALUKU UTARA,2022,7,697.851855,1224.3015,"12,650",9,221.1,4,62.5,0,0,0,"12,650",976.992597,2022-07-01,0,1
MALUKU UTARA,2022,8,837.422226,1469.1618,"12,650",1,261.2,3,64.0,0,0,0,"12,650",697.851855,2022-08-01,0,1
MALUKU UTARA,2022,9,1395.70371,2448.603,"12,650",1,254.0,2,49.1,0,0,0,"12,650",837.422226,2022-09-01,0,1
MALUKU UTARA,2022,10,1395.70371,2448.603,"12,650",4,211.9,2,46.7,0,0,0,"12,650",1395.70371,2022-10-01,0,1
MALUKU UTARA,2022,11,558.281484,979.4412,"12,650",1,122.8,3,43.8,0,0,0,"12,650",1395.70371,2022-11-01,0,1
MALUKU UTARA,2022,12,558.281484,979.4412,"12,650",1,192.9,5,32.4,0,0,1,"12,650",558.281484,2022-12-01,0,1
MALUKU UTARA,2023,1,759.902055,1333.1615,"13,000",7,289.7,8,60.6,0,0,1,"12,650",558.281484,2023-01-01,0,1
MALUKU UTARA,2023,2,911.882466,1599.7938,"13,600",1,276.8,6,56.3,0,0,0,"13,000",759.902055,2023-02-01,0,1
MALUKU UTARA,2023,3,2279.706165,3999.4845,"13,600",4,167.4,4,33.5,9,0,0,"13,600",911.882466,2023-03-01,0,1
MALUKU UTARA,2023,4,2735.647398,4799.3814,"14,300",11,237.6,4,83.1,21,7,0,"13,600",2279.706165,2023-04-01,0,1
MALUKU UTARA,2023,5,1519.80411,2666.323,"14,500",2,157.4,3,31.3,0,0,0,"14,300",2735.647398,2023-05-01,0,1
MALUKU UTARA,2023,6,1063.862877,1866.4261,"14,500",6,188.6,5,36.5,0,0,0,"14,500",1519.80411,2023-06-01,0,1
MALUKU UTARA,2023,7,759.902055,1333.1615,"14,850",6,197.4,4,75.2,0,0,0,"14,500",1063.862877,2023-07-01,0,1
MALUKU UTARA,2023,8,911.882466,1599.7938,"14,850",2,205.4,5,37.0,0,0,0,"14,850",759.902055,2023-08-01,0,1
MALUKU UTARA,2023,9,1519.80411,2666.323,"14,950",3,179.4,10,63.5,0,0,0,"14,850",911.882466,2023-09-01,0,1
MALUKU UTARA,2023,10,1519.80411,2666.323,"15,550",0,111.8,2,35.1,0,0,0,"14,950",1519.80411,2023-10-01,0,1
MALUKU UTARA,2023,11,607.921644,1066.5292,"15,650",1,79.0,3,21.5,0,0,0,"15,550",1519.80411,2023-11-01,0,1
MALUKU UTARA,2023,12,607.921644,1066.5292,"15,750",1,63.4,4,12.0,0,0,2,"15,650",607.921644,2023-12-01,0,1
MALUKU UTARA,2024,1,890.139075,1561.6475,"15,750",4,369.9,11,104.3,0,0,1,"15,750",607.921644,2024-01-01,0,1
MALUKU UTARA,2024,2,1068.16689,1873.977,"15,750",1,75.6,3,23.3,0,0,0,"15,750",890.139075,2024-02-01,0,1
MALUKU UTARA,2024,3,2670.417225,4684.9425,"16,700",7,142.5,8,29.0,20,0,0,"15,750",1068.16689,2024-03-01,0,1
MALUKU UTARA,2024,4,3204.50067,5621.931,"16,850",2,290.8,5,62.0,9,6,0,"16,700",2670.417225,2024-04-01,0,1
MALUKU UTARA,2024,5,1780.27815,3123.295,"16,850",9,297.2,6,73.5,0,0,0,"16,850",3204.50067,2024-05-01,0,1
MALUKU UTARA,2024,6,1246.194705,2186.3065,"16,700",10,296.6,7,41.0,0,0,0,"16,850",1780.27815,2024-06-01,0,1
MALUKU UTARA,2024,7,890.139075,1561.6475,"16,700",4,104.6,4,26.5,0,0,0,"16,700",1246.194705,2024-07-01,0,1
